(51, 71)
(56, 76)
(81, 67)
(91, 65)
(50, 151)
(17, 24)
(56, 76)
(56, 76)
(66, 59)
(67, 64)
(56, 76)
(102, 74)
(30, 73)
(66, 17)
(40, 27)
(56, 76)
(56, 76)
(45, 19)
(19, 31)
(104, 77)
(57, 20)
(21, 23)
(22, 110)
(21, 25)
(56, 76)
(72, 65)
(70, 63)
(82, 65)
(26, 20)
(56, 76)
(56, 76)
(35, 22)
(53, 49)
(44, 108)
(56, 76)
(17, 34)
(56, 76)
(93, 64)
(21, 54)
(18, 116)
(19, 86)
(32, 30)
(45, 42)
(24, 55)
(159, 154)
(70, 62)
(24, 54)
(56, 76)
(56, 76)
(37, 51)
(22, 54)
(17, 52)
(56, 76)
(30, 17)
(56, 76)
(38, 22)
(47, 19)
(27, 166)
(31, 24)
(19, 32)
(25, 38)
(57, 28)
(52, 48)
(18, 37)
(99, 72)
(56, 76)
(58, 144)
(87, 68)
(83, 64)
(28, 104)
(101, 69)
(56, 76)
(56, 76)
(63, 58)
(27, 85)
(57, 25)
(92, 61)
(164, 85)
(103, 79)
(19, 32)
(56, 76)
(116, 47)
(67, 60)
(55, 160)
(56, 76)
(97, 72)
(30, 54)
(73, 66)
(84, 123)
(56, 76)
(23, 36)
(72, 64)
(19, 152)
(60, 61)
(38, 23)
(34, 25)
(39, 174)
(54, 68)
(56, 20)
(31, 73)
(24, 33)
(50, 56)
(143, 20)
(29, 84)
(56, 76)
(56, 76)
(28, 69)
(17, 93)
(17, 35)
(72, 66)
(49, 19)
(56, 76)
(56, 76)
(23, 163)
(91, 62)
(56, 76)
(27, 48)
(93, 60)
(56, 76)
(56, 76)
(33, 92)
(56, 76)
(67, 18)
(64, 59)
(51, 67)
(71, 64)
(18, 82)
(56, 76)
(91, 64)
(35, 22)
(30, 62)
(73, 66)
(56, 76)
(25, 50)
(26, 52)
(50, 19)
(19, 21)
(56, 76)
(26, 17)
(24, 52)
(56, 76)
(20, 24)
(51, 40)
(47, 20)
(71, 61)
(89, 65)
(151, 164)
(17, 162)
(116, 49)
(25, 126)
(27, 96)
(56, 76)
(49, 51)
(71, 64)
(35, 42)
(91, 180)
(23, 24)
(38, 43)
(56, 76)
(89, 73)
(56, 76)
(30, 173)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(47, 18)
(30, 48)
(41, 55)
(24, 183)
(56, 76)
(17, 39)
(26, 28)
(32, 18)
(35, 55)
(28, 137)
(101, 68)
(70, 17)
(19, 17)
(65, 59)
(56, 76)
(21, 97)
(68, 54)
(56, 76)
(35, 27)
(56, 76)
(56, 76)
(52, 19)
(56, 76)
(70, 62)
(84, 66)
(59, 108)
(56, 76)
(26, 17)
(54, 67)
(35, 22)
(119, 156)
(53, 43)
(56, 76)
(40, 66)
(23, 49)
(69, 62)
(42, 113)
(23, 68)
(20, 31)
(57, 18)
(56, 76)
(88, 71)
(40, 21)
(56, 76)
(32, 79)
(71, 63)
(47, 21)
(29, 33)
(43, 19)
(17, 67)
(56, 76)
(18, 87)
(66, 59)
(56, 76)
(56, 76)
(28, 45)
(17, 63)
(72, 66)
(72, 65)
(23, 65)
(56, 76)
(56, 76)
(56, 76)
(52, 62)
(29, 25)
(56, 76)
(69, 63)
(86, 67)
(17, 85)
(24, 54)
(23, 56)
(56, 76)
(63, 21)
(23, 155)
(145, 156)
(32, 29)
(25, 83)
(30, 78)
(56, 76)
(88, 69)
(17, 37)
(103, 50)
(27, 154)
(55, 67)
(53, 52)
(56, 76)
(56, 76)
(56, 76)
(124, 142)
(26, 54)
(56, 76)
(24, 36)
(44, 19)
(42, 18)
(63, 58)
(87, 70)
(35, 53)
(24, 41)
(38, 22)
(75, 145)
(56, 76)
(72, 65)
(56, 76)
(22, 52)
(49, 19)
(56, 76)
(61, 18)
(41, 41)
(19, 77)
(22, 42)
(56, 76)
(56, 76)
(24, 18)
(127, 30)
(66, 55)
(56, 76)
(23, 71)
(71, 64)
(56, 76)
(22, 32)
(72, 62)
(62, 162)
(48, 68)
(19, 120)
(73, 66)
(19, 88)
(56, 76)
(58, 19)
(69, 61)
(71, 65)
(44, 19)
(32, 18)
(91, 64)
(56, 76)
(70, 63)
(67, 19)
(56, 76)
(90, 64)
(42, 45)
(56, 76)
(21, 65)
(65, 59)
(18, 57)
(36, 58)
(39, 25)
(65, 19)
(56, 76)
(56, 76)
(43, 43)
(17, 75)
(72, 65)
(90, 73)
(103, 65)
(23, 68)
(53, 57)
(27, 59)
(18, 61)
(23, 70)
(26, 25)
(53, 40)
(56, 17)
(19, 87)
(17, 80)
(24, 29)
(56, 76)
(56, 76)
(23, 39)
(140, 141)
(103, 79)
(56, 76)
(161, 21)
(27, 25)
(21, 61)
(54, 30)
(56, 76)
(26, 25)
(56, 76)
(31, 97)
(56, 76)
(44, 28)
(38, 21)
(27, 50)
(32, 57)
(17, 60)
(17, 63)
(31, 17)
(100, 74)
(18, 83)
(51, 47)
(29, 25)
(56, 76)
(17, 53)
(26, 46)
(68, 63)
(56, 76)
(57, 19)
(18, 85)
(56, 76)
(56, 76)
(50, 49)
(70, 62)
(22, 50)
(56, 76)
(56, 76)
(66, 60)
(72, 66)
(18, 36)
(73, 66)
(23, 40)
(30, 24)
(30, 25)
(70, 62)
(56, 76)
(56, 76)
(56, 76)
(26, 64)
(29, 25)
(23, 80)
(64, 20)
(63, 58)
(25, 68)
(56, 76)
(56, 76)
(56, 76)
(55, 71)
(56, 76)
(66, 60)
(26, 28)
(53, 70)
(41, 108)
(54, 24)
(56, 76)
(29, 54)
(56, 76)
(56, 76)
(27, 74)
(56, 76)
(56, 76)
(33, 63)
(27, 51)
(21, 59)
(63, 58)
(48, 18)
(29, 25)
(51, 58)
(17, 47)
(20, 83)
(56, 76)
(25, 177)
(70, 63)
(56, 76)
(30, 30)
(18, 79)
(17, 169)
(56, 76)
(26, 180)
(98, 61)
(56, 76)
(162, 19)
(26, 52)
(48, 28)
(56, 25)
(27, 59)
(27, 25)
(32, 24)
(72, 65)
(46, 19)
(56, 76)
(56, 76)
(31, 43)
(56, 76)
(23, 124)
(26, 69)
(31, 79)
(27, 21)
(99, 58)
(23, 55)
(56, 76)
(31, 35)
(23, 79)
(41, 45)
(56, 76)
(24, 174)
(24, 51)
(49, 44)
(89, 68)
(30, 28)
(56, 76)
(43, 49)
(30, 25)
(57, 72)
(56, 76)
(56, 76)
(68, 17)
(41, 66)
(18, 140)
(88, 73)
(56, 68)
(41, 26)
(56, 76)
(56, 76)
(56, 76)
(43, 32)
(21, 125)
(66, 17)
(52, 67)
(49, 64)
(19, 57)
(23, 52)
(56, 76)
(28, 44)
(97, 74)
(66, 17)
(63, 58)
(17, 68)
(119, 53)
(40, 148)
(67, 60)
(70, 52)
(59, 132)
(41, 112)
(17, 47)
