(63, 58)
(30, 26)
(54, 72)
(71, 64)
(44, 53)
(19, 36)
(56, 76)
(28, 35)
(89, 168)
(33, 78)
(21, 73)
(25, 30)
(17, 175)
(47, 59)
(56, 76)
(49, 17)
(31, 66)
(28, 63)
(33, 77)
(63, 58)
(44, 106)
(56, 76)
(47, 19)
(27, 17)
(73, 62)
(67, 60)
(96, 67)
(56, 76)
(27, 59)
(67, 19)
(100, 77)
(104, 77)
(44, 56)
(17, 56)
(56, 76)
(45, 35)
(56, 76)
(37, 38)
(43, 62)
(48, 42)
(66, 59)
(27, 50)
(56, 76)
(91, 65)
(56, 76)
(24, 106)
(88, 68)
(56, 76)
(40, 20)
(53, 41)
(103, 54)
(32, 72)
(20, 115)
(60, 65)
(23, 77)
(92, 61)
(56, 76)
(89, 69)
(59, 67)
(41, 30)
(43, 20)
(56, 76)
(56, 76)
(75, 137)
(208, 176)
(43, 19)
(48, 31)
(23, 178)
(99, 74)
(68, 61)
(57, 24)
(70, 63)
(25, 70)
(47, 19)
(68, 61)
(80, 117)
(122, 31)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(72, 65)
(56, 76)
(56, 76)
(73, 57)
(21, 48)
(56, 76)
(86, 71)
(29, 58)
(56, 76)
(22, 24)
(27, 53)
(72, 65)
(56, 76)
(56, 76)
(56, 76)
(18, 163)
(68, 61)
(27, 50)
(18, 144)
(63, 58)
(29, 34)
(26, 52)
(56, 76)
(46, 21)
(40, 22)
(56, 76)
(56, 76)
(27, 68)
(56, 76)
(35, 28)
(56, 76)
(51, 25)
(23, 56)
(28, 50)
(64, 58)
(56, 76)
(56, 76)
(19, 20)
(74, 116)
(50, 18)
(56, 76)
(105, 79)
(72, 66)
(79, 69)
(48, 68)
(56, 76)
(40, 42)
(38, 39)
(67, 60)
(94, 60)
(73, 66)
(37, 156)
(100, 59)
(56, 76)
(24, 54)
(56, 76)
(60, 26)
(54, 72)
(24, 31)
(19, 57)
(56, 76)
(66, 60)
(56, 76)
(56, 76)
(102, 78)
(56, 76)
(56, 76)
(119, 49)
(41, 44)
(54, 22)
(26, 33)
(68, 61)
(61, 18)
(19, 63)
(58, 71)
(56, 76)
(43, 23)
(47, 19)
(56, 76)
(29, 38)
(19, 157)
(58, 69)
(41, 19)
(56, 76)
(35, 48)
(17, 22)
(33, 46)
(71, 64)
(49, 23)
(44, 49)
(22, 67)
(56, 76)
(56, 76)
(17, 70)
(20, 32)
(73, 66)
(20, 51)
(56, 76)
(56, 76)
(32, 66)
(56, 76)
(95, 71)
(56, 76)
(21, 69)
(59, 20)
(70, 63)
(65, 18)
(56, 76)
(56, 76)
(56, 76)
(72, 65)
(30, 22)
(73, 66)
(17, 94)
(30, 48)
(97, 76)
(56, 76)
(20, 58)
(52, 47)
(56, 76)
(17, 56)
(17, 64)
(22, 58)
(24, 54)
(28, 50)
(39, 20)
(17, 38)
(56, 76)
(71, 58)
(70, 62)
(56, 76)
(56, 76)
(91, 64)
(102, 68)
(110, 178)
(68, 61)
(71, 64)
(56, 76)
(165, 179)
(40, 20)
(56, 76)
(54, 177)
(67, 58)
(56, 76)
(38, 19)
(90, 67)
(22, 174)
(72, 66)
(20, 74)
(56, 76)
(56, 76)
(19, 17)
(90, 136)
(17, 122)
(56, 76)
(50, 44)
(70, 62)
(34, 20)
(79, 68)
(56, 76)
(63, 17)
(56, 76)
(17, 59)
(25, 78)
(67, 60)
(40, 66)
(72, 65)
(24, 44)
(56, 76)
(46, 26)
(49, 19)
(158, 152)
(56, 76)
(31, 42)
(56, 76)
(19, 174)
(56, 76)
(56, 76)
(56, 76)
(99, 66)
(17, 38)
(30, 52)
(34, 50)
(25, 29)
(20, 32)
(101, 53)
(56, 76)
(19, 40)
(51, 36)
(87, 68)
(37, 181)
(27, 77)
(25, 28)
(56, 76)
(67, 17)
(90, 63)
(42, 138)
(56, 76)
(56, 76)
(53, 69)
(57, 19)
(56, 76)
(22, 123)
(56, 76)
(56, 76)
(91, 68)
(93, 71)
(29, 56)
(118, 182)
(98, 69)
(40, 27)
(208, 170)
(59, 20)
(128, 137)
(50, 62)
(56, 76)
(92, 63)
(56, 76)
(56, 18)
(55, 177)
(80, 67)
(62, 115)
(24, 60)
(50, 32)
(25, 127)
(17, 30)
